DATA Chapter9;
INPUT STUDENT RATER RATING;
CARDS;
1	1	5
1	2	3
1	3	2
1	4	4
1	5	2
1	6	2
2	1	3
2	2	3
2	3	4
2	4	4
2	5	4
2	6	7
3	1	5
3	2	3
3	3	4
3	4	3
3	5	4
3	6	2
4	1	5
4	2	5
4	3	4
4	4	3
4	5	4
4	6	1
5	1	3
5	2	2
5	3	1
5	4	2
5	5	2
5	6	1
6	1	4
6	2	5
6	3	5
6	4	5
6	5	2
6	6	5
7	1	4
7	2	3
7	3	4
7	4	2
7	5	2
7	6	4
8	1	3
8	2	3
8	3	3
8	4	3
8	5	3
8	6	4
9	1	3
9	2	5
9	3	5
9	4	4
9	5	3
9	6	5
10	1	1
10	2	3
10	3	3
10	4	3
10	5	1
10	6	1
11	1	1
11	2	3
11	3	5
11	4	4
11	5	2
11	6	2
12	1	1
12	2	2
12	3	2
12	4	2
12	5	2
12	6	4
13	1	2
13	2	1
13	3	2
13	4	1
13	5	1
13	6	3
14	1	1
14	2	1
14	3	1
14	4	2
14	5	2
14	6	5
15	1	5
15	2	2
15	3	2
15	4	4
15	5	1
15	6	1
16	1	1
16	2	4
16	3	2
16	4	3
16	5	1
16	6	1
17	1	1
17	2	5
17	3	1
17	4	2
17	5	4
17	6	2
18	1	2
18	2	1
18	3	1
18	4	1
18	5	4
18	6	4
19	1	4
19	2	2
19	3	4
19	4	3
19	5	2
19	6	2
20	1	5
20	2	3
20	3	1
20	4	3
20	5	2
20	6	2
21	1	5
21	2	5
21	3	4
21	4	4
21	5	3
21	6	3
22	1	5
22	2	3
22	3	1
22	4	1
22	5	2
22	6	5
23	1	4
23	2	4
23	3	2
23	4	2
23	5	2
23	6	3
24	1	2
24	2	1
24	3	3
24	4	2
24	5	2
24	6	1
25	1	5
25	2	3
25	3	1
25	4	2
25	5	4
25	6	4
26	1	5
26	2	1
26	3	1
26	4	3
26	5	5
26	6	5
27	1	4
27	2	4
27	3	4
27	4	5
27	5	5
27	6	5
28	1	2
28	2	3
28	3	2
28	4	1
28	5	2
28	6	5
29	1	2
29	2	3
29	3	1
29	4	1
29	5	1
29	6	3
30	1	3
30	2	4
30	3	2
30	4	4
30	5	1
30	6	1
31	1	2
31	2	3
31	3	4
31	4	2
31	5	2
31	6	4
32	1	1
32	2	5
32	3	5
32	4	1
32	5	3
32	6	5
33	1	3
33	2	2
33	3	1
33	4	1
33	5	2
33	6	5
34	1	2
34	2	2
34	3	1
34	4	1
34	5	1
34	6	1
35	1	3
35	2	3
35	3	1
35	4	1
35	5	2
35	6	4
36	1	2
36	2	2
36	3	1
36	4	1
36	5	3
36	6	4
37	1	1
37	2	1
37	3	1
37	4	1
37	5	5
37	6	5
38	1	4
38	2	5
38	3	2
38	4	2
38	5	1
38	6	2
39	1	1
39	2	4
39	3	1
39	4	1
39	5	2
39	6	4
40	1	2
40	2	5
40	3	1
40	4	1
40	5	2
40	6	5
41	1	2
41	2	3
41	3	1
41	4	1
41	5	3
41	6	2
42	1	1
42	2	1
42	3	3
42	4	3
42	5	2
42	6	5
43	1	5
43	2	5
43	3	1
43	4	1
43	5	4
43	6	4
44	1	5
44	2	4
44	3	1
44	4	1
44	5	5
44	6	5
45	1	4
45	2	1
45	3	1
45	4	1
45	5	1
45	6	5
46	1	1
46	2	1
46	3	4
46	4	1
46	5	4
46	6	5
47	1	5
47	2	3
47	3	1
47	4	1
47	5	5
47	6	5
48	1	3
48	2	4
48	3	1
48	4	2
48	5	4
48	6	4
49	1	4
49	2	4
49	3	1
49	4	1
49	5	2
49	6	2
50	1	1
50	2	4
50	3	4
50	4	2
50	5	4
50	6	5
51	1	1
51	2	5
51	3	1
51	4	1
51	5	5
51	6	5
52	1	2
52	2	1
52	3	1
52	4	1
52	5	1
52	6	4
53	1	3
53	2	4
53	3	3
53	4	4
53	5	4
53	6	5
54	1	3
54	2	1
54	3	1
54	4	1
54	5	4
54	6	3
55	1	5
55	2	5
55	3	1
55	4	1
55	5	5
55	6	5
56	1	5
56	2	4
56	3	3
56	4	4
56	5	5
56	6	5
57	1	1
57	2	3
57	3	2
57	4	1
57	5	2
57	6	3
58	1	5
58	2	3
58	3	3
58	4	1
58	5	4
58	6	5
59	1	2
59	2	3
59	3	1
59	4	1
59	5	2
59	6	1
60	1	2
60	2	2
60	3	3
60	4	1
60	5	2
60	6	3
61	1	3
61	2	3
61	3	3
61	4	1
61	5	3
61	6	5
62	1	3
62	2	3
62	3	1
62	4	1
62	5	1
62	6	5
63	1	1
63	2	2
63	3	1
63	4	1
63	5	2
63	6	3
64	1	2
64	2	1
64	3	1
64	4	1
64	5	1
64	6	2
65	1	1
65	2	1
65	3	1
65	4	1
65	5	2
65	6	2
66	1	2
66	2	1
66	3	1
66	4	1
66	5	1
66	6	1
67	1	1
67	2	5
67	3	1
67	4	1
67	5	4
67	6	4
68	1	5
68	2	1
68	3	1
68	4	2
68	5	5
68	6	5
69	1	3
69	2	3
69	3	1
69	4	1
69	5	3
69	6	4
70	1	2
70	2	2
70	3	3
70	4	1
70	5	2
70	6	3
71	1	2
71	2	2
71	3	1
71	4	1
71	5	3
71	6	3
72	1	4
72	2	5
72	3	1
72	4	1
72	5	5
72	6	5
73	1	3
73	2	2
73	3	1
73	4	1
73	5	3
73	6	4
74	1	2
74	2	5
74	3	2
74	4	1
74	5	3
74	6	5
75	1	1
75	2	1
75	3	1
75	4	1
75	5	1
75	6	2
76	1	3
76	2	1
76	3	3
76	4	1
76	5	2
76	6	3
77	1	1
77	2	1
77	3	1
77	4	1
77	5	1
77	6	1
78	1	4
78	2	3
78	3	1
78	4	2
78	5	5
78	6	5
79	1	3
79	2	5
79	3	4
79	4	2
79	5	3
79	6	5
80	1	4
80	2	4
80	3	1
80	4	1
80	5	3
80	6	4
81	1	3
81	2	3
81	3	3
81	4	1
81	5	2
81	6	4
82	1	3
82	2	3
82	3	2
82	4	1
82	5	2
82	6	4
83	1	2
83	2	2
83	3	1
83	4	1
83	5	3
83	6	5
84	1	2
84	2	2
84	3	1
84	4	1
84	5	2
84	6	4
85	1	2
85	2	2
85	3	1
85	4	1
85	5	1
85	6	3
86	1	5
86	2	2
86	3	1
86	4	1
86	5	2
86	6	5
87	1	5
87	2	3
87	3	1
87	4	1
87	5	1
87	6	4
88	1	3
88	2	4
88	3	2
88	4	1
88	5	5
88	6	5
89	1	3
89	2	3
89	3	2
89	4	1
89	5	2
89	6	3
90	1	2
90	2	2
90	3	1
90	4	1
90	5	3
90	6	3
91	1	2
91	2	1
91	3	4
91	4	2
91	5	4
91	6	5
92	1	1
92	2	1
92	3	1
92	4	1
92	5	2
92	6	5
93	1	1
93	2	1
93	3	1
93	4	1
93	5	3
93	6	4
94	1	1
94	2	1
94	3	1
94	4	1
94	5	2
94	6	2
95	1	2
95	2	1
95	3	1
95	4	1
95	5	1
95	6	5
96	1	3
96	2	3
96	3	1
96	4	2
96	5	4
96	6	5
97	1	5
97	2	1
97	3	1
97	4	1
97	5	4
97	6	5
98	1	4
98	2	2
98	3	2
98	4	1
98	5	2
98	6	2
99	1	5
99	2	5
99	3	2
99	4	3
99	5	4
99	6	5
100	1	3
100	2	2
100	3	1
100	4	1
100	5	3
100	6	4
101	1	3
101	2	1
101	3	1
101	4	1
101	5	1
101	6	5
102	1	1
102	2	1
102	3	1
102	4	1
102	5	1
102	6	5
103	1	2
103	2	1
103	3	1
103	4	1
103	5	1
103	6	2
104	1	1
104	2	2
104	3	1
104	4	1
104	5	1
104	6	2
105	1	1
105	2	1
105	3	1
105	4	1
105	5	2
105	6	4
106	1	1
106	2	2
106	3	1
106	4	1
106	5	2
106	6	3
107	1	2
107	2	1
107	3	1
107	4	1
107	5	2
107	6	3
108	1	1
108	2	3
108	3	1
108	4	2
108	5	2
108	6	1
109	1	2
109	2	1
109	3	1
109	4	1
109	5	2
109	6	3
110	1	2
110	2	2
110	3	2
110	4	1
110	5	2
110	6	3
111	1	2
111	2	1
111	3	1
111	4	1
111	5	2
111	6	3
112	1	2
112	2	1
112	3	1
112	4	2
112	5	1
112	6	1
113	1	1
113	2	2
113	3	1
113	4	1
113	5	2
113	6	5
114	1	2
114	2	1
114	3	1
114	4	2
114	5	4
114	6	3
115	1	3
115	2	5
115	3	3
115	4	1
115	5	4
115	6	4
116	1	4
116	2	3
116	3	1
116	4	1
116	5	2
116	6	4
117	1	3
117	2	2
117	3	1
117	4	1
117	5	2
117	6	4
118	1	1
118	2	4
118	3	1
118	4	1
118	5	2
118	6	4
119	1	3
119	2	2
119	3	1
119	4	1
119	5	3
119	6	4
120	1	1
120	2	1
120	3	1
120	4	1
120	5	1
120	6	3
121	1	3
121	2	1
121	3	2
121	4	1
121	5	3
121	6	4
122	1	3
122	2	2
122	3	1
122	4	1
122	5	3
122	6	3
123	1	1
123	2	1
123	3	1
123	4	1
123	5	2
123	6	3
124	1	3
124	2	4
124	3	1
124	4	1
124	5	5
124	6	5
125	1	1
125	2	2
125	3	4
125	4	1
125	5	5
125	6	1
126	1	1
126	2	1
126	3	1
126	4	1
126	5	1
126	6	2
127	1	1
127	2	1
127	3	1
127	4	1
127	5	2
127	6	2
128	1	1
128	2	3
128	3	5
128	4	1
128	5	3
128	6	5
129	1	3
129	2	2
129	3	1
129	4	2
129	5	2
129	6	4
130	1	1
130	2	1
130	3	1
130	4	1
130	5	2
130	6	3
131	1	2
131	2	2
131	3	2
131	4	2
131	5	3
131	6	3
132	1	2
132	2	2
132	3	1
132	4	1
132	5	1
132	6	2
133	1	1
133	2	4
133	3	1
133	4	1
133	5	1
133	6	1
134	1	3
134	2	3
134	3	1
134	4	1
134	5	2
134	6	4
135	1	2
135	2	1
135	3	1
135	4	1
135	5	3
135	6	4
136	1	1
136	2	2
136	3	1
136	4	1
136	5	3
136	6	3
137	1	1
137	2	1
137	3	1
137	4	1
137	5	2
137	6	5
138	1	1
138	2	1
138	3	1
138	4	1
138	5	2
138	6	4
139	1	1
139	2	3
139	3	1
139	4	1
139	5	1
139	6	4
140	1	3
140	2	3
140	3	2
140	4	1
140	5	3
140	6	4
141	1	1
141	2	1
141	3	2
141	4	1
141	5	4
141	6	3
142	1	1
142	2	4
142	3	1
142	4	1
142	5	1
142	6	5
143	1	1
143	2	1
143	3	1
143	4	1
143	5	2
143	6	3
144	1	1
144	2	1
144	3	1
144	4	1
144	5	1
144	6	2
145	1	3
145	2	2
145	3	1
145	4	1
145	5	5
145	6	5
146	1	1
146	2	3
146	3	1
146	4	1
146	5	2
146	6	4
147	1	2
147	2	4
147	3	2
147	4	3
147	5	4
147	6	1
148	1	3
148	2	1
148	3	1
148	4	2
148	5	4
148	6	5
149	1	2
149	2	2
149	3	1
149	4	1
149	5	1
149	6	4
150	1	1
150	2	2
150	3	1
150	4	1
150	5	2
150	6	4
151	1	1
151	2	1
151	3	1
151	4	1
151	5	1
151	6	2
152	1	1
152	2	2
152	3	1
152	4	1
152	5	1
152	6	2
153	1	1
153	2	2
153	3	2
153	4	1
153	5	3
153	6	4
154	1	3
154	2	2
154	3	1
154	4	1
154	5	4
154	6	3
155	1	1
155	2	2
155	3	1
155	4	1
155	5	2
155	6	4
156	1	2
156	2	3
156	3	1
156	4	1
156	5	3
156	6	4
157	1	3
157	2	2
157	3	2
157	4	1
157	5	2
157	6	4
158	1	1
158	2	2
158	3	2
158	4	2
158	5	2
158	6	4
159	1	3
159	2	2
159	3	1
159	4	1
159	5	2
159	6	3
160	1	4
160	2	1
160	3	1
160	4	1
160	5	3
160	6	5
161	1	3
161	2	3
161	3	2
161	4	1
161	5	3
161	6	4
162	1	1
162	2	1
162	3	1
162	4	1
162	5	2
162	6	4
163	1	1
163	2	1
163	3	1
163	4	1
163	5	2
163	6	3
164	1	1
164	2	1
164	3	1
164	4	2
164	5	1
164	6	4
165	1	2
165	2	3
165	3	1
165	4	1
165	5	4
165	6	2
166	1	3
166	2	4
166	3	2
166	4	1
166	5	2
166	6	4
167	1	1
167	2	2
167	3	1
167	4	1
167	5	3
167	6	5
168	1	3
168	2	1
168	3	1
168	4	1
168	5	2
168	6	4
169	1	1
169	2	1
169	3	1
169	4	1
169	5	2
169	6	4
170	1	3
170	2	2
170	3	1
170	4	1
170	5	2
170	6	4
171	1	1
171	2	4
171	3	1
171	4	1
171	5	4
171	6	4
172	1	1
172	2	1
172	3	1
172	4	1
172	5	2
172	6	3
173	1	1
173	2	2
173	3	2
173	4	1
173	5	3
173	6	3
174	1	3
174	2	1
174	3	1
174	4	1
174	5	2
174	6	3
175	1	1
175	2	1
175	3	1
175	4	1
175	5	1
175	6	5
176	1	1
176	2	2
176	3	1
176	4	1
176	5	1
176	6	3
177	1	2
177	2	3
177	3	1
177	4	1
177	5	3
177	6	4
178	1	1
178	2	3
178	3	1
178	4	1
178	5	4
178	6	3
179	1	1
179	2	1
179	3	1
179	4	1
179	5	1
179	6	1
180	1	2
180	2	1
180	3	1
180	4	1
180	5	1
180	6	5
181	1	3
181	2	3
181	3	1
181	4	1
181	5	1
181	6	4
182	1	2
182	2	1
182	3	1
182	4	1
182	5	2
182	6	2
183	1	2
183	2	1
183	3	1
183	4	1
183	5	2
183	6	2
184	1	1
184	2	1
184	3	1
184	4	1
184	5	3
184	6	4
185	1	1
185	2	1
185	3	1
185	4	1
185	5	1
185	6	5
186	1	1
186	2	1
186	3	1
186	4	1
186	5	1
186	6	2
187	1	3
187	2	2
187	3	1
187	4	1
187	5	2
187	6	4
188	1	2
188	2	1
188	3	1
188	4	2
188	5	2
188	6	4
189	1	1
189	2	3
189	3	3
189	4	2
189	5	3
189	6	2
190	1	1
190	2	1
190	3	1
190	4	1
190	5	1
190	6	4
191	1	1
191	2	1
191	3	2
191	4	2
191	5	3
191	6	4
192	1	1
192	2	1
192	3	1
192	4	1
192	5	1
192	6	5
193	1	1
193	2	1
193	3	1
193	4	1
193	5	2
193	6	1
194	1	3
194	2	2
194	3	2
194	4	1
194	5	4
194	6	5
195	1	3
195	2	2
195	3	1
195	4	1
195	5	1
195	6	5
196	1	1
196	2	2
196	3	1
196	4	1
196	5	3
196	6	4
197	1	1
197	2	2
197	3	1
197	4	1
197	5	2
197	6	3
198	1	2
198	2	1
198	3	1
198	4	1
198	5	3
198	6	5
199	1	1
199	2	1
199	3	1
199	4	1
199	5	2
199	6	2
200	1	1
200	2	1
200	3	1
200	4	1
200	5	2
200	6	2
201	1	1
201	2	1
201	3	1
201	4	1
201	5	2
201	6	3
202	1	1
202	2	1
202	3	1
202	4	1
202	5	1
202	6	2
203	1	2
203	2	1
203	3	1
203	4	1
203	5	3
203	6	3
204	1	1
204	2	1
204	3	1
204	4	1
204	5	3
204	6	3
205	1	5
205	2	2
205	3	3
205	4	5
205	5	5
205	6	5
206	1	3
206	2	1
206	3	2
206	4	1
206	5	2
206	6	3
207	1	1
207	2	1
207	3	1
207	4	1
207	5	1
207	6	1
208	1	3
208	2	5
208	3	1
208	4	1
208	5	5
208	6	5
209	1	1
209	2	1
209	3	1
209	4	1
209	5	2
209	6	3
210	1	2
210	2	3
210	3	5
210	4	2
210	5	2
210	6	5
211	1	1
211	2	2
211	3	1
211	4	1
211	5	3
211	6	4
212	1	1
212	2	3
212	3	1
212	4	1
212	5	3
212	6	3
213	1	1
213	2	1
213	3	1
213	4	1
213	5	2
213	6	3
214	1	2
214	2	1
214	3	2
214	4	1
214	5	1
214	6	1
215	1	3
215	2	1
215	3	1
215	4	2
215	5	3
215	6	3
216	1	3
216	2	2
216	3	1
216	4	1
216	5	1
216	6	4
217	1	1
217	2	1
217	3	2
217	4	1
217	5	3
217	6	4
218	1	1
218	2	1
218	3	2
218	4	1
218	5	2
218	6	2
219	1	.
219	2	5
219	3	2
219	4	1
219	5	1
219	6	4
220	1	1
220	2	2
220	3	1
220	4	1
220	5	4
220	6	4
221	1	1
221	2	1
221	3	1
221	4	1
221	5	2
221	6	2
222	1	2
222	2	1
222	3	1
222	4	1
222	5	1
222	6	4
223	1	1
223	2	2
223	3	1
223	4	1
223	5	3
223	6	2
224	1	5
224	2	4
224	3	1
224	4	3
224	5	4
224	6	5
225	1	1
225	2	1
225	3	1
225	4	1
225	5	2
225	6	5
226	1	1
226	2	2
226	3	1
226	4	1
226	5	5
226	6	5
227	1	1
227	2	5
227	3	1
227	4	2
227	5	3
227	6	3
228	1	3
228	2	1
228	3	2
228	4	1
228	5	3
228	6	5
229	1	1
229	2	4
229	3	1
229	4	1
229	5	3
229	6	4
230	1	1
230	2	2
230	3	1
230	4	1
230	5	3
230	6	4
231	1	3
231	2	4
231	3	1
231	4	1
231	5	3
231	6	4
232	1	5
232	2	4
232	3	2
232	4	1
232	5	3
232	6	5
233	1	3
233	2	3
233	3	3
233	4	1
233	5	2
233	6	5
234	1	3
234	2	2
234	3	1
234	4	1
234	5	2
234	6	1
235	1	1
235	2	1
235	3	1
235	4	1
235	5	2
235	6	4
236	1	3
236	2	1
236	3	2
236	4	1
236	5	2
236	6	4
237	1	3
237	2	1
237	3	1
237	4	1
237	5	2
237	6	3
238	1	5
238	2	5
238	3	2
238	4	2
238	5	5
238	6	4
239	1	2
239	2	1
239	3	1
239	4	1
239	5	4
239	6	4
240	1	1
240	2	1
240	3	1
240	4	3
240	5	4
240	6	5
241	1	2
241	2	2
241	3	2
241	4	1
241	5	2
241	6	4
242	1	3
242	2	1
242	3	2
242	4	1
242	5	1
242	6	2
243	1	4
243	2	2
243	3	1
243	4	1
243	5	1
243	6	4
244	1	3
244	2	1
244	3	3
244	4	1
244	5	3
244	6	3
245	1	3
245	2	3
245	3	2
245	4	1
245	5	2
245	6	3
246	1	3
246	2	2
246	3	1
246	4	1
246	5	3
246	6	5
247	1	3
247	2	1
247	3	1
247	4	1
247	5	3
247	6	4
248	1	5
248	2	1
248	3	1
248	4	1
248	5	4
248	6	5
249	1	1
249	2	1
249	3	1
249	4	1
249	5	3
249	6	3
250	1	1
250	2	1
250	3	1
250	4	1
250	5	2
250	6	3
251	1	4
251	2	1
251	3	1
251	4	1
251	5	2
251	6	4
252	1	1
252	2	4
252	3	1
252	4	1
252	5	4
252	6	5
253	1	1
253	2	1
253	3	1
253	4	1
253	5	3
253	6	4
254	1	2
254	2	1
254	3	1
254	4	1
254	5	2
254	6	1
255	1	1
255	2	1
255	3	1
255	4	1
255	5	2
255	6	4
256	1	3
256	2	3
256	3	2
256	4	1
256	5	2
256	6	5
257	1	1
257	2	1
257	3	1
257	4	1
257	5	1
257	6	1
258	1	2
258	2	1
258	3	1
258	4	1
258	5	1
258	6	2
259	1	1
259	2	1
259	3	1
259	4	1
259	5	2
259	6	2
260	1	1
260	2	1
260	3	1
260	4	1
260	5	4
260	6	3
261	1	2
261	2	2
261	3	3
261	4	1
261	5	4
261	6	4
262	1	5
262	2	4
262	3	1
262	4	1
262	5	3
262	6	1
263	1	3
263	2	3
263	3	2
263	4	3
263	5	2
263	6	4
264	1	3
264	2	2
264	3	2
264	4	1
264	5	1
264	6	4
265	1	3
265	2	3
265	3	1
265	4	1
265	5	2
265	6	4
266	1	2
266	2	2
266	3	2
266	4	1
266	5	3
266	6	3
267	1	3
267	2	3
267	3	2
267	4	2
267	5	4
267	6	4
268	1	1
268	2	1
268	3	1
268	4	1
268	5	1
268	6	1
269	1	2
269	2	4
269	3	1
269	4	1
269	5	2
269	6	2
270	1	1
270	2	2
270	3	1
270	4	1
270	5	2
