DATA Chapter9;
INPUT STUDENT RATER RATING;
CARDS;
270	6	3
271	1	1
271	2	1
271	3	1
271	4	1
271	5	2
271	6	2
272	1	3
272	2	3
272	3	1
272	4	1
272	5	2
272	6	4
273	1	1
273	2	1
273	3	1
273	4	1
273	5	1
273	6	5
274	1	1
274	2	3
274	3	4
274	4	2
274	5	4
274	6	3
275	1	1
275	2	3
275	3	2
275	4	1
275	5	3
275	6	4
276	1	2
276	2	5
276	3	1
276	4	1
276	5	2
276	6	3
277	1	1
277	2	1
277	3	2
277	4	1
277	5	1
277	6	1
278	1	.
278	2	5
278	3	.
278	4	1
278	5	4
278	6	5
279	1	4
279	2	3
279	3	1
279	4	1
279	5	3
279	6	3
280	1	4
280	2	4
280	3	1
280	4	1
280	5	2
280	6	4
281	1	2
281	2	1
281	3	1
281	4	1
281	5	3
281	6	3
282	1	1
282	2	4
282	3	3
282	4	1
282	5	4
282	6	4
283	1	2
283	2	1
283	3	1
283	4	1
283	5	2
283	6	4
284	1	2
284	2	4
284	3	1
284	4	2
284	5	1
284	6	1
285	1	1
285	2	1
285	3	2
285	4	1
285	5	1
285	6	3
;
PROC ANOVA;
CLASS STUDENT RATER RATING;
MODEL RATING = STUDENT RATER;
RUN;
PROC VARCOMP;
CLASS STUDENT RATER RATING;
MODEL RATING = STUDENT RATER;
RUN;
